global_epoch_ids,program_names,graph_name,warnings,op_name,first_to_last_input,grid_size,operand,source/dest,pipe_type,required_kernel_bw,pipe_bw,percentage_of_difference
[2],['run_fwd'],fwd_2_temporal_epoch_1,,mha_1_as_div,0->0,"[1, 1]",input-1,ff.reciprocal_of_sqrt_of_head_size_1_s_brcst_m1_0_2.lc1_splt_brcst_2,input-op-pipe,23.64,9.54,-59.64467005076143
[2],['run_fwd'],fwd_2_temporal_epoch_1,<< BW for some pipes not measured. >>,ff_1_ff2.bias,0->0,"[1, 1]",output,add_ff_1,output-op-pipe,19.16,7.83,-59.13
[2],['run_fwd'],fwd_2_temporal_epoch_1,,mha_1_as_div,0->0,"[1, 1]",input-0,mha_1_as,input-op-pipe,23.64,9.92,-58.03722504230119
[2],['run_fwd'],fwd_2_temporal_epoch_1,<< BW for some pipes not measured. >>,mha_1_output.bias,0->0,"[1, 1]",output,add_mha_1,output-op-pipe,19.15,8.04,-58.02
[2],['run_fwd'],fwd_2_temporal_epoch_1,,norm_ff_0_output,0->0,"[1, 1]",input-0,norm_ff_0_sub,input-op-pipe,20.58,8.76,-57.434402332361515
[2],['run_fwd'],fwd_2_temporal_epoch_1,<< BW for some pipes not measured. >>,norm_ff_0_var_plus_eps,0->0,"[1, 1]",input-0,norm_ff_0_var.lc1,input-op-pipe,13.12,5.64,-57.012195121951216
[2],['run_fwd'],fwd_2_temporal_epoch_1,,mha_1_as_softmax.dc.multiply.3,0->0,"[1, 1]",output,mha_1_ac,output-op-pipe,17.8,7.67,-56.91
[2],['run_fwd'],fwd_2_temporal_epoch_1,,norm_ff_1_sub,0->0,"[1, 1]",input-1,norm_ff_1_mean.lc1,input-op-pipe,16.31,7.23,-55.67136725935009
[2],['run_fwd'],fwd_2_temporal_epoch_1,<< BW for some pipes not measured. >>,mha_1_value.bias,0->0,"[1, 1]",input-1,ff.bert.encoder.layer.1.attention.self.value.bias_s_brcst_m2_0_0.lc1,input-op-pipe,16.37,7.36,-55.039706780696406
[2],['run_fwd'],fwd_2_temporal_epoch_1,<< BW for some pipes not measured. >>,mha_1_value.bias,0->0,"[1, 1]",output,mha_1_ac,output-op-pipe,16.37,7.42,-54.67
[2],['run_fwd'],fwd_2_temporal_epoch_1,,mha_1_as_softmax.dc.multiply.3,0->0,"[1, 1]",input-1,mha_1_as_softmax.dc.reciprocal.2,input-op-pipe,17.8,8.57,-51.85393258426967
[2],['run_fwd'],fwd_2_temporal_epoch_1,<< BW for some pipes not measured. >>,add_ff_1,0->0,"[1, 1]",input-1,ff_1_ff2.bias,input-op-pipe,15.99,7.72,-51.719824890556595
[2],['run_fwd'],fwd_2_temporal_epoch_1,,mha_1_as_mask,0->0,"[1, 1]",input-1,e2e_attention_mask_s_brcst_m2_0_1.lc1_0,input-queue-pipe,22.04,10.76,-51.17967332123412
[2],['run_fwd'],fwd_2_temporal_epoch_1,<< BW for some pipes not measured. >>,norm_ff_1_weights,0->0,"[1, 1]",input-0,norm_ff_1_output,input-op-pipe,16.43,8.04,-51.06512477175899
[2],['run_fwd'],fwd_2_temporal_epoch_1,,norm_ff_0_sq,0->0,"[1, 1]",input-0,norm_ff_0_sub,input-op-pipe,19.5,9.56,-50.97435897435897
[2],['run_fwd'],fwd_2_temporal_epoch_1,,norm_mha_1_sq,0->0,"[1, 1]",input-1,norm_mha_1_sub,input-op-pipe,19.75,9.83,-50.22784810126583
[2],['run_fwd'],fwd_2_temporal_epoch_1,<< BW for some pipes not measured. >>,mha_1_as,0->0,"[1, 1]",output,mha_1_as_div,output-op-pipe,16.33,8.18,-49.91
[2],['run_fwd'],fwd_2_temporal_epoch_1,,add_mha_1,0->0,"[1, 1]",input-1,mha_1_output.bias,input-op-pipe,16.2,8.25,-49.07407407407407
[2],['run_fwd'],fwd_2_temporal_epoch_1,<< BW for some pipes not measured. >>,norm_mha_1_bias,0->0,"[1, 1]",input-0,norm_mha_1_weights,input-op-pipe,19.46,10.46,-46.248715313463514
[2],['run_fwd'],fwd_2_temporal_epoch_1,<< BW for some pipes not measured. >>,norm_ff_1_bias,0->0,"[1, 1]",output,norm_ff_1_bias_output_nop_0,output-op-pipe,19.06,10.34,-45.75
[2],['run_fwd'],fwd_2_temporal_epoch_1,,norm_ff_1_bias_output_nop_0,0->0,"[1, 1]",input-0,norm_ff_1_bias,input-op-pipe,25.27,14.69,-41.86782746339533
[2],['run_fwd'],fwd_2_temporal_epoch_1,,norm_ff_0_sq,0->0,"[1, 1]",input-1,norm_ff_0_sub,input-op-pipe,19.5,12.09,-38
[2],['run_fwd'],fwd_2_temporal_epoch_1,<< BW for some pipes not measured. >>,norm_mha_1_weights,0->0,"[1, 1]",input-0,norm_mha_1_output,input-op-pipe,20.17,12.54,-37.828458106098175
[2],['run_fwd'],fwd_2_temporal_epoch_1,<< BW for some pipes not measured. >>,norm_ff_1_output,0->0,"[1, 1]",input-1,norm_ff_1_recip_s_brcst_m1_0_0.lc1,input-op-pipe,16.47,11.49,-30.236794171220392
