global_epoch_ids,program_names,graph_name,warnings,op_name,first_to_last_input,grid_size,operand,source/dest,pipe_type,required_kernel_bw,pipe_bw,percentage_of_difference
[2],['run_fwd'],fwd_2_temporal_epoch_1,<< BW for some pipes not measured. >>,norm_ff_1_var.lc1,0->0,"[1, 1]",input-0,norm_ff_1_sq,input-op-pipe,26.62,18.6,-30.127723516153264
[2],['run_fwd'],fwd_2_temporal_epoch_1,<< BW for some pipes not measured. >>,mha_1_key.bias,0->0,"[1, 1]",output,mha_1_as,output-op-pipe,11.06,7.89,-28.66
[2],['run_fwd'],fwd_2_temporal_epoch_1,<< BW for some pipes not measured. >>,ff_1_ff1.bias,0->0,"[1, 1]",input-0,ff_1_ff1,input-op-pipe,23.02,17.15,-25.499565595134673
[2],['run_fwd'],fwd_2_temporal_epoch_1,,mha_1_ac,0->0,"[1, 1]",output,mha_1_output,output-op-pipe,8.41,6.67,-20.69
[2],['run_fwd'],fwd_2_temporal_epoch_1,<< BW for some pipes not measured. >>,mha_1_query,0->0,"[1, 1]",output,mha_1_query.bias,output-op-pipe,8.81,7.5,-14.87
[2],['run_fwd'],fwd_2_temporal_epoch_1,,mha_1_ac,0->0,"[1, 1]",input-1,mha_1_value.bias,input-op-pipe,8.41,8.78,4.3995243757431535
[2],['run_fwd'],fwd_2_temporal_epoch_1,<< BW for some pipes not measured. >>,mha_1_value,0->0,"[1, 1]",input-0,norm_ff_0_bias,input-op-pipe,8.46,9.21,8.865248226950353
[2],['run_fwd'],fwd_2_temporal_epoch_1,,mha_1_query.bias,0->0,"[1, 1]",input-1,ff.bert.encoder.layer.1.attention.self.query.bias_s_brcst_m2_0_0.lc1,input-op-pipe,11.06,12.36,11.754068716094022
[2],['run_fwd'],fwd_2_temporal_epoch_1,,mha_1_query.bias,0->0,"[1, 1]",input-0,mha_1_query,input-op-pipe,11.06,12.54,13.381555153707039
[2],['run_fwd'],fwd_2_temporal_epoch_1,,mha_1_as_softmax.dc.exp.0,0->0,"[1, 1]",output,<mha_1_as_softmax.dc.reduce_sum.1.lc1><mha_1_as_softmax.dc.multiply.3>,output-op-pipe,1.17,1.83,56.41
[2],['run_fwd'],fwd_2_temporal_epoch_1,<< BW for some pipes not measured. >>,mha_1_as,0->0,"[1, 1]",input-1,mha_1_key.bias,input-op-pipe,4.08,7.5,83.82352941176471
[2],['run_fwd'],fwd_2_temporal_epoch_1,<< BW for some pipes not measured. >>,norm_mha_1_var_plus_eps,0->0,"[1, 1]",output,norm_mha_1_sqrt,output-op-pipe,13.33,28.89,116.73
[2],['run_fwd'],fwd_2_temporal_epoch_1,<< BW for some pipes not measured. >>,norm_ff_0_var_plus_eps,0->0,"[1, 1]",output,norm_ff_0_sqrt,output-op-pipe,13.12,28.59,117.91
[2],['run_fwd'],fwd_2_temporal_epoch_1,<< BW for some pipes not measured. >>,norm_ff_1_var_plus_eps,0->0,"[1, 1]",output,norm_ff_1_sqrt,output-op-pipe,13.14,28.69,118.34
[2],['run_fwd'],fwd_2_temporal_epoch_1,,norm_ff_0_sqrt,0->0,"[1, 1]",input-0,norm_ff_0_var_plus_eps,input-op-pipe,2.15,4.78,122.32558139534886
[2],['run_fwd'],fwd_2_temporal_epoch_1,,ff1_gelu,0->0,"[1, 1]",input-0,ff_1_ff1.bias,input-op-pipe,7.4,17.08,130.81081081081078
[2],['run_fwd'],fwd_2_temporal_epoch_1,,norm_mha_1_sqrt,0->0,"[1, 1]",input-0,norm_mha_1_var_plus_eps,input-op-pipe,2.15,5.77,168.3720930232558
[2],['run_fwd'],fwd_2_temporal_epoch_1,<< BW for some pipes not measured. >>,mha_1_as_softmax.dc.reduce_sum.1.lc1,0->0,"[1, 1]",output,mha_1_as_softmax.dc.reciprocal.2,output-op-pipe,8.53,32.31,278.78
[2],['run_fwd'],fwd_2_temporal_epoch_1,,mha_1_as_softmax.dc.reciprocal.2,0->0,"[1, 1]",input-0,mha_1_as_softmax.dc.reduce_sum.1.lc1,input-op-pipe,2.23,8.69,289.6860986547085
[2],['run_fwd'],fwd_2_temporal_epoch_1,,norm_ff_1_bias_output_nop_0,0->0,"[1, 1]",output,encoder1.output_norm_ff_1_bias,output-queue-pipe,25.27,101.46,301.5
[2],['run_fwd'],fwd_2_temporal_epoch_1,<< BW for some pipes not measured. >>,norm_ff_1_var.lc1,0->0,"[1, 1]",output,norm_ff_1_var_plus_eps,output-op-pipe,6.66,28.3,324.92
[2],['run_fwd'],fwd_2_temporal_epoch_1,<< BW for some pipes not measured. >>,norm_ff_0_var.lc1,0->0,"[1, 1]",output,norm_ff_0_var_plus_eps,output-op-pipe,6.65,28.3,325.56
[2],['run_fwd'],fwd_2_temporal_epoch_1,<< BW for some pipes not measured. >>,norm_mha_1_var.lc1,0->0,"[1, 1]",output,norm_mha_1_var_plus_eps,output-op-pipe,6.59,28.3,329.44
[2],['run_fwd'],fwd_2_temporal_epoch_1,<< BW for some pipes not measured. >>,norm_ff_0_weights,0->0,"[1, 1]",output,norm_ff_0_bias,output-op-pipe,20.68,90.43,337.28
[2],['run_fwd'],fwd_2_temporal_epoch_1,<< BW for some pipes not measured. >>,norm_mha_1_output,0->0,"[1, 1]",output,norm_mha_1_weights,output-op-pipe,20.67,90.43,337.49
[2],['run_fwd'],fwd_2_temporal_epoch_1,,norm_ff_0_output,0->0,"[1, 1]",output,norm_ff_0_weights,output-op-pipe,20.58,90.19,338.24
[2],['run_fwd'],fwd_2_temporal_epoch_1,<< BW for some pipes not measured. >>,norm_mha_1_weights,0->0,"[1, 1]",output,norm_mha_1_bias,output-op-pipe,20.17,90.19,347.15
[2],['run_fwd'],fwd_2_temporal_epoch_1,,norm_mha_1_sq,0->0,"[1, 1]",output,norm_mha_1_var.lc1,output-op-pipe,19.75,89.7,354.18
[2],['run_fwd'],fwd_2_temporal_epoch_1,,norm_ff_0_sq,0->0,"[1, 1]",output,norm_ff_0_var.lc1,output-op-pipe,19.5,89.22,357.54
[2],['run_fwd'],fwd_2_temporal_epoch_1,<< BW for some pipes not measured. >>,norm_ff_1_sq,0->0,"[1, 1]",output,norm_ff_1_var.lc1,output-op-pipe,19.18,89.7,367.67
[2],['run_fwd'],fwd_2_temporal_epoch_1,<< BW for some pipes not measured. >>,norm_ff_1_output,0->0,"[1, 1]",output,norm_ff_1_weights,output-op-pipe,16.47,89.22,441.71
[2],['run_fwd'],fwd_2_temporal_epoch_1,,mha_1_as_softmax.dc.exp.0,0->0,"[1, 1]",input-0,mha_1_as_mask,input-op-pipe,1.17,7.13,509.40170940170947
[2],['run_fwd'],fwd_2_temporal_epoch_1,,mha_1_query.bias,0->0,"[1, 1]",output,mha_1_as,output-op-pipe,11.06,90.68,719.89
[2],['run_fwd'],fwd_2_temporal_epoch_1,<< BW for some pipes not measured. >>,ff_1_ff1.bias,0->0,"[1, 1]",output,ff1_gelu,output-op-pipe,23.02,189.36,722.59
[2],['run_fwd'],fwd_2_temporal_epoch_1,<< BW for some pipes not measured. >>,mha_1_output,0->0,"[1, 1]",output,mha_1_output.bias,output-op-pipe,8.94,89.7,903.36
[2],['run_fwd'],fwd_2_temporal_epoch_1,<< BW for some pipes not measured. >>,mha_1_key,0->0,"[1, 1]",output,mha_1_key.bias,output-op-pipe,8.67,89.95,937.49
[2],['run_fwd'],fwd_2_temporal_epoch_1,,norm_ff_0_sqrt,0->0,"[1, 1]",output,norm_ff_0_recip,output-op-pipe,2.15,28.59,1229.77
[2],['run_fwd'],fwd_2_temporal_epoch_1,,norm_mha_1_sqrt,0->0,"[1, 1]",output,norm_mha_1_recip,output-op-pipe,2.15,28.59,1229.77
[2],['run_fwd'],fwd_2_temporal_epoch_1,<< BW for some pipes not measured. >>,norm_ff_1_sqrt,0->0,"[1, 1]",output,norm_ff_1_recip,output-op-pipe,2.15,28.59,1229.77
[2],['run_fwd'],fwd_2_temporal_epoch_1,<< BW for some pipes not measured. >>,norm_ff_0_recip,0->0,"[1, 1]",output,norm_ff_0_recip_s_brcst_m1_0_0.lc1,output-op-pipe,2.09,28.4,1258.85
[2],['run_fwd'],fwd_2_temporal_epoch_1,<< BW for some pipes not measured. >>,norm_ff_1_recip,0->0,"[1, 1]",output,norm_ff_1_recip_s_brcst_m1_0_0.lc1,output-op-pipe,2.09,28.49,1263.16
[2],['run_fwd'],fwd_2_temporal_epoch_1,<< BW for some pipes not measured. >>,norm_mha_1_recip,0->0,"[1, 1]",output,norm_mha_1_recip_s_brcst_m1_0_0.lc1,output-op-pipe,2.08,28.4,1265.38
[2],['run_fwd'],fwd_2_temporal_epoch_1,,ff1_gelu,0->0,"[1, 1]",output,ff_1_ff2,output-op-pipe,7.4,188.56,2448.11
[2],['run_fwd'],fwd_2_temporal_epoch_1,<< BW for some pipes not measured. >>,ff_1_ff2,0->0,"[1, 1]",output,ff_1_ff2.bias,output-op-pipe,2.25,88.75,3844.44
