global_epoch_ids,program_names,graph_name,warnings,op_name,first_to_last_input,grid_size,operand,source/dest,pipe_type,required_kernel_bw,pipe_bw,percentage_of_difference
[1],['run_fwd'],fwd_1_temporal_epoch_0,<< BW for some pipes not measured. >>,ff_0_ff2,0->0,"[1, 1]",input-1,ff.bert.encoder.layer.0.output.dense.weight,input-queue-pipe,8.99,0,-100
[1],['run_fwd'],fwd_1_temporal_epoch_0,<< BW for some pipes not measured. >>,ff.bert.encoder.layer.1.output.dense.bias_s_brcst_m2_0_0.lc1,0->0,"[1, 1]",input-0,lc.input_tensor.ff.bert.encoder.layer.1.output.dense.bias_s_brcst_m2_0_0.0,input-queue-pipe,3.14,0,-100
[1],['run_fwd'],fwd_1_temporal_epoch_0,<< BW for some pipes not measured. >>,ff.bert.encoder.layer.1.output.dense.bias_s_brcst_m2_0_0.lc1,0->0,"[1, 1]",input-1,ff.bert.encoder.layer.1.output.dense.bias,input-queue-pipe,12.55,0,-100
[1],['run_fwd'],fwd_1_temporal_epoch_0,<< BW for some pipes not measured. >>,ff.bert.encoder.layer.1.attention.self.key.bias_s_brcst_m2_0_0.lc1,0->0,"[1, 1]",input-0,lc.input_tensor.ff.bert.encoder.layer.1.attention.self.key.bias_s_brcst_m2_0_0.0,input-queue-pipe,3.43,0,-100
[1],['run_fwd'],fwd_1_temporal_epoch_0,<< BW for some pipes not measured. >>,ff.bert.encoder.layer.1.attention.self.key.bias_s_brcst_m2_0_0.lc1,0->0,"[1, 1]",input-1,ff.bert.encoder.layer.1.attention.self.key.bias,input-queue-pipe,13.71,0,-100
[1],['run_fwd'],fwd_1_temporal_epoch_0,<< BW for some pipes not measured. >>,attention_mask_s_brcst_m2_1_1.lc1,0->0,"[1, 1]",input-0,lc.input_tensor.attention_mask_s_brcst_m2_1_1.0,input-queue-pipe,5.81,0,-100
[1],['run_fwd'],fwd_1_temporal_epoch_0,<< BW for some pipes not measured. >>,add_mha_0,0->0,"[1, 1]",input-0,encoder_input,input-queue-pipe,16.26,0,-100
[1],['run_fwd'],fwd_1_temporal_epoch_0,<< BW for some pipes not measured. >>,norm_mha_0_recip_s_brcst_m1_0_0.lc1,0->0,"[1, 1]",input-0,norm_mha_0_recip,input-op-pipe,14.3,0,-100
[1],['run_fwd'],fwd_1_temporal_epoch_0,<< BW for some pipes not measured. >>,norm_mha_0_recip_s_brcst_m1_0_0.lc1,0->0,"[1, 1]",input-1,lc.input_tensor.norm_mha_0_recip_s_brcst_m1_0_0.0,input-queue-pipe,3.57,0,-100
[1],['run_fwd'],fwd_1_temporal_epoch_0,<< BW for some pipes not measured. >>,ff.bert.encoder.layer.1.intermediate.dense.bias_s_brcst_m2_0_0.lc1,0->0,"[1, 1]",input-0,lc.input_tensor.ff.bert.encoder.layer.1.intermediate.dense.bias_s_brcst_m2_0_0.0,input-queue-pipe,1.47,0,-100
[1],['run_fwd'],fwd_1_temporal_epoch_0,<< BW for some pipes not measured. >>,ff.bert.encoder.layer.1.intermediate.dense.bias_s_brcst_m2_0_0.lc1,0->0,"[1, 1]",input-1,ff.bert.encoder.layer.1.intermediate.dense.bias,input-queue-pipe,23.54,0,-100
[1],['run_fwd'],fwd_1_temporal_epoch_0,<< BW for some pipes not measured. >>,ff.bert.encoder.layer.0.output.LayerNorm.bias_s_brcst_m2_0_0.lc1,0->0,"[1, 1]",input-0,lc.input_tensor.ff.bert.encoder.layer.0.output.LayerNorm.bias_s_brcst_m2_0_0.0,input-queue-pipe,3.12,0,-100
[1],['run_fwd'],fwd_1_temporal_epoch_0,<< BW for some pipes not measured. >>,ff.bert.encoder.layer.0.output.LayerNorm.bias_s_brcst_m2_0_0.lc1,0->0,"[1, 1]",input-1,ff.bert.encoder.layer.0.output.LayerNorm.bias,input-queue-pipe,12.49,0,-100
[1],['run_fwd'],fwd_1_temporal_epoch_0,<< BW for some pipes not measured. >>,ff.reciprocal_of_sqrt_of_head_size_0_s_brcst_m2_0_1.lc1,0->0,"[1, 1]",input-0,lc.input_tensor.ff.reciprocal_of_sqrt_of_head_size_0_s_brcst_m2_0_1.0,input-queue-pipe,9.19,0,-100
[1],['run_fwd'],fwd_1_temporal_epoch_0,<< BW for some pipes not measured. >>,ff.reciprocal_of_sqrt_of_head_size_0_s_brcst_m2_0_1.lc1,0->0,"[1, 1]",input-1,ff.reciprocal_of_sqrt_of_head_size_0,input-queue-pipe,9.19,0,-100
[1],['run_fwd'],fwd_1_temporal_epoch_0,<< BW for some pipes not measured. >>,mha_0_as,0->0,"[1, 1]",input-0,mha_0_query.bias,input-op-pipe,4.06,0,-100
[1],['run_fwd'],fwd_1_temporal_epoch_0,<< BW for some pipes not measured. >>,norm_mha_0_mean.lc1,0->0,"[1, 1]",input-0,add_mha_0,input-op-pipe,26.65,0,-100
[1],['run_fwd'],fwd_1_temporal_epoch_0,<< BW for some pipes not measured. >>,norm_mha_0_mean.lc1,0->0,"[1, 1]",input-1,lc.input_tensor.norm_mha_0_mean.0,input-queue-pipe,6.66,0,-100
[1],['run_fwd'],fwd_1_temporal_epoch_0,<< BW for some pipes not measured. >>,norm_mha_0_output,0->0,"[1, 1]",input-0,norm_mha_0_sub,input-op-pipe,20.9,0,-100
[1],['run_fwd'],fwd_1_temporal_epoch_0,<< BW for some pipes not measured. >>,norm_mha_0_output,0->0,"[1, 1]",input-1,norm_mha_0_recip_s_brcst_m1_0_0.lc1,input-op-pipe,20.9,0,-100
[1],['run_fwd'],fwd_1_temporal_epoch_0,<< BW for some pipes not measured. >>,add_ff_0,0->0,"[1, 1]",input-0,norm_mha_0_bias,input-op-pipe,16.5,0,-100
[1],['run_fwd'],fwd_1_temporal_epoch_0,<< BW for some pipes not measured. >>,add_ff_0,0->0,"[1, 1]",input-1,ff_0_ff2.bias,input-op-pipe,16.5,0,-100
[1],['run_fwd'],fwd_1_temporal_epoch_0,<< BW for some pipes not measured. >>,ff.bert.encoder.layer.1.attention.output.LayerNorm.bias_s_brcst_m2_0_0.lc1,0->0,"[1, 1]",input-0,lc.input_tensor.ff.bert.encoder.layer.1.attention.output.LayerNorm.bias_s_brcst_m2_0_0.0,input-queue-pipe,3.05,0,-100
[1],['run_fwd'],fwd_1_temporal_epoch_0,<< BW for some pipes not measured. >>,ff.bert.encoder.layer.1.attention.output.LayerNorm.bias_s_brcst_m2_0_0.lc1,0->0,"[1, 1]",input-1,ff.bert.encoder.layer.1.attention.output.LayerNorm.bias,input-queue-pipe,12.18,0,-100
[1],['run_fwd'],fwd_1_temporal_epoch_0,<< BW for some pipes not measured. >>,ff.bert.encoder.layer.0.output.LayerNorm.weight_s_brcst_m2_0_0.lc1,0->0,"[1, 1]",input-0,lc.input_tensor.ff.bert.encoder.layer.0.output.LayerNorm.weight_s_brcst_m2_0_0.0,input-queue-pipe,3.02,0,-100
[1],['run_fwd'],fwd_1_temporal_epoch_0,<< BW for some pipes not measured. >>,ff.bert.encoder.layer.0.output.LayerNorm.weight_s_brcst_m2_0_0.lc1,0->0,"[1, 1]",input-1,ff.bert.encoder.layer.0.output.LayerNorm.weight,input-queue-pipe,12.08,0,-100
[1],['run_fwd'],fwd_1_temporal_epoch_0,<< BW for some pipes not measured. >>,ff.reciprocal_of_sqrt_of_head_size_0_s_brcst_m1_0_2.lc1,0->0,"[1, 1]",input-1,lc.input_tensor.ff.reciprocal_of_sqrt_of_head_size_0_s_brcst_m1_0_2.0,input-queue-pipe,9.19,0,-100
[1],['run_fwd'],fwd_1_temporal_epoch_0,<< BW for some pipes not measured. >>,ff.bert.encoder.layer.0.attention.self.value.bias_s_brcst_m2_0_0.lc1,0->0,"[1, 1]",input-0,lc.input_tensor.ff.bert.encoder.layer.0.attention.self.value.bias_s_brcst_m2_0_0.0,input-queue-pipe,3.5,0,-100
[1],['run_fwd'],fwd_1_temporal_epoch_0,<< BW for some pipes not measured. >>,ff.bert.encoder.layer.0.attention.self.value.bias_s_brcst_m2_0_0.lc1,0->0,"[1, 1]",input-1,ff.bert.encoder.layer.0.attention.self.value.bias,input-queue-pipe,14.01,0,-100
[1],['run_fwd'],fwd_1_temporal_epoch_0,<< BW for some pipes not measured. >>,norm_mha_0_sub,0->0,"[1, 1]",input-0,add_mha_0,input-op-pipe,16.11,0,-100
[1],['run_fwd'],fwd_1_temporal_epoch_0,<< BW for some pipes not measured. >>,norm_ff_0_mean.lc1,0->0,"[1, 1]",input-1,lc.input_tensor.norm_ff_0_mean.0,input-queue-pipe,6.76,0,-100
[1],['run_fwd'],fwd_1_temporal_epoch_0,<< BW for some pipes not measured. >>,ff.bert.encoder.layer.1.attention.output.LayerNorm.weight_s_brcst_m2_0_0.lc1,0->0,"[1, 1]",input-0,lc.input_tensor.ff.bert.encoder.layer.1.attention.output.LayerNorm.weight_s_brcst_m2_0_0.0,input-queue-pipe,3.03,0,-100
[1],['run_fwd'],fwd_1_temporal_epoch_0,<< BW for some pipes not measured. >>,ff.bert.encoder.layer.1.attention.output.LayerNorm.weight_s_brcst_m2_0_0.lc1,0->0,"[1, 1]",input-1,ff.bert.encoder.layer.1.attention.output.LayerNorm.weight,input-queue-pipe,12.11,0,-100
[1],['run_fwd'],fwd_1_temporal_epoch_0,<< BW for some pipes not measured. >>,ff.bert.encoder.layer.0.output.dense.bias_s_brcst_m2_0_0.lc1,0->0,"[1, 1]",input-0,lc.input_tensor.ff.bert.encoder.layer.0.output.dense.bias_s_brcst_m2_0_0.0,input-queue-pipe,3.14,0,-100
[1],['run_fwd'],fwd_1_temporal_epoch_0,<< BW for some pipes not measured. >>,ff.bert.encoder.layer.0.output.dense.bias_s_brcst_m2_0_0.lc1,0->0,"[1, 1]",input-1,ff.bert.encoder.layer.0.output.dense.bias,input-queue-pipe,12.57,0,-100
[1],['run_fwd'],fwd_1_temporal_epoch_0,<< BW for some pipes not measured. >>,ff.bert.encoder.layer.0.attention.self.key.bias_s_brcst_m2_0_0.lc1,0->0,"[1, 1]",input-0,lc.input_tensor.ff.bert.encoder.layer.0.attention.self.key.bias_s_brcst_m2_0_0.0,input-queue-pipe,3.51,0,-100
[1],['run_fwd'],fwd_1_temporal_epoch_0,<< BW for some pipes not measured. >>,ff.bert.encoder.layer.0.attention.self.key.bias_s_brcst_m2_0_0.lc1,0->0,"[1, 1]",input-1,ff.bert.encoder.layer.0.attention.self.key.bias,input-queue-pipe,14.03,0,-100
[1],['run_fwd'],fwd_1_temporal_epoch_0,<< BW for some pipes not measured. >>,mha_0_value,0->0,"[1, 1]",input-0,encoder_input,input-queue-pipe,8.33,0,-100
[1],['run_fwd'],fwd_1_temporal_epoch_0,<< BW for some pipes not measured. >>,mha_0_value,0->0,"[1, 1]",input-1,ff.bert.encoder.layer.0.attention.self.value.weight,input-queue-pipe,8.33,0,-100
[1],['run_fwd'],fwd_1_temporal_epoch_0,<< BW for some pipes not measured. >>,ff.bert.encoder.layer.1.attention.output.dense.bias_s_brcst_m2_0_0.lc1,0->0,"[1, 1]",input-0,lc.input_tensor.ff.bert.encoder.layer.1.attention.output.dense.bias_s_brcst_m2_0_0.0,input-queue-pipe,3.05,0,-100
[1],['run_fwd'],fwd_1_temporal_epoch_0,<< BW for some pipes not measured. >>,ff.bert.encoder.layer.1.attention.output.dense.bias_s_brcst_m2_0_0.lc1,0->0,"[1, 1]",input-1,ff.bert.encoder.layer.1.attention.output.dense.bias,input-queue-pipe,12.2,0,-100
[1],['run_fwd'],fwd_1_temporal_epoch_0,<< BW for some pipes not measured. >>,ff.bert.encoder.layer.0.intermediate.dense.bias_s_brcst_m2_0_0.lc1,0->0,"[1, 1]",input-0,lc.input_tensor.ff.bert.encoder.layer.0.intermediate.dense.bias_s_brcst_m2_0_0.0,input-queue-pipe,1.45,0,-100
[1],['run_fwd'],fwd_1_temporal_epoch_0,<< BW for some pipes not measured. >>,ff.bert.encoder.layer.0.intermediate.dense.bias_s_brcst_m2_0_0.lc1,0->0,"[1, 1]",input-1,ff.bert.encoder.layer.0.intermediate.dense.bias,input-queue-pipe,23.13,0,-100
[1],['run_fwd'],fwd_1_temporal_epoch_0,<< BW for some pipes not measured. >>,mha_0_key,0->0,"[1, 1]",input-0,encoder_input,input-queue-pipe,8.55,0,-100
[1],['run_fwd'],fwd_1_temporal_epoch_0,<< BW for some pipes not measured. >>,mha_0_key,0->0,"[1, 1]",input-1,ff.bert.encoder.layer.0.attention.self.key.weight,input-queue-pipe,8.55,0,-100
[1],['run_fwd'],fwd_1_temporal_epoch_0,<< BW for some pipes not measured. >>,mha_0_value.bias,0->0,"[1, 1]",input-0,mha_0_value,input-op-pipe,16.12,0,-100
[1],['run_fwd'],fwd_1_temporal_epoch_0,<< BW for some pipes not measured. >>,mha_0_value.bias,0->0,"[1, 1]",input-1,ff.bert.encoder.layer.0.attention.self.value.bias_s_brcst_m2_0_0.lc1,input-op-pipe,16.12,0,-100
[1],['run_fwd'],fwd_1_temporal_epoch_0,<< BW for some pipes not measured. >>,norm_mha_0_var.lc1,0->0,"[1, 1]",input-0,norm_mha_0_sq,input-op-pipe,26.48,0,-100
[1],['run_fwd'],fwd_1_temporal_epoch_0,<< BW for some pipes not measured. >>,norm_mha_0_var.lc1,0->0,"[1, 1]",input-1,lc.input_tensor.norm_mha_0_var.0,input-queue-pipe,6.62,0,-100
[1],['run_fwd'],fwd_1_temporal_epoch_0,<< BW for some pipes not measured. >>,ff_0_ff1,0->0,"[1, 1]",input-0,norm_mha_0_bias,input-op-pipe,1.9,0,-100
[1],['run_fwd'],fwd_1_temporal_epoch_0,<< BW for some pipes not measured. >>,ff_0_ff1,0->0,"[1, 1]",input-1,ff.bert.encoder.layer.0.intermediate.dense.weight,input-queue-pipe,7.58,0,-100
[1],['run_fwd'],fwd_1_temporal_epoch_0,<< BW for some pipes not measured. >>,attention_mask_s_brcst_m2_0_1.lc1,0->0,"[1, 1]",input-0,lc.input_tensor.attention_mask_s_brcst_m2_0_1.0,input-queue-pipe,5.46,0,-100
[1],['run_fwd'],fwd_1_temporal_epoch_0,<< BW for some pipes not measured. >>,attention_mask_s_brcst_m2_0_1.lc1,0->0,"[1, 1]",input-1,attention_mask,input-queue-pipe,21.82,0,-100
[1],['run_fwd'],fwd_1_temporal_epoch_0,<< BW for some pipes not measured. >>,ff.bert.encoder.layer.0.attention.output.LayerNorm.bias_s_brcst_m2_0_0.lc1,0->0,"[1, 1]",input-0,lc.input_tensor.ff.bert.encoder.layer.0.attention.output.LayerNorm.bias_s_brcst_m2_0_0.0,input-queue-pipe,3.22,0,-100
[1],['run_fwd'],fwd_1_temporal_epoch_0,<< BW for some pipes not measured. >>,ff.bert.encoder.layer.0.attention.output.LayerNorm.bias_s_brcst_m2_0_0.lc1,0->0,"[1, 1]",input-1,ff.bert.encoder.layer.0.attention.output.LayerNorm.bias,input-queue-pipe,12.88,0,-100
[1],['run_fwd'],fwd_1_temporal_epoch_0,<< BW for some pipes not measured. >>,mha_0_key.bias,0->0,"[1, 1]",input-1,ff.bert.encoder.layer.0.attention.self.key.bias_s_brcst_m2_0_0.lc1,input-op-pipe,11.09,0,-100
[1],['run_fwd'],fwd_1_temporal_epoch_0,<< BW for some pipes not measured. >>,norm_mha_0_var_plus_eps,0->0,"[1, 1]",input-0,norm_mha_0_var.lc1,input-op-pipe,13.25,0,-100
[1],['run_fwd'],fwd_1_temporal_epoch_0,<< BW for some pipes not measured. >>,norm_mha_0_var_plus_eps,0->0,"[1, 1]",input-1,constant_1_norm_mha_0_var_plus_eps,input-queue-pipe,13.25,0,-100
[1],['run_fwd'],fwd_1_temporal_epoch_0,<< BW for some pipes not measured. >>,ff.reciprocal_of_sqrt_of_head_size_1_s_brcst_m2_0_1.lc1,0->0,"[1, 1]",input-0,lc.input_tensor.ff.reciprocal_of_sqrt_of_head_size_1_s_brcst_m2_0_1.0,input-queue-pipe,9.07,0,-100
[1],['run_fwd'],fwd_1_temporal_epoch_0,<< BW for some pipes not measured. >>,ff.reciprocal_of_sqrt_of_head_size_1_s_brcst_m2_0_1.lc1,0->0,"[1, 1]",input-1,ff.reciprocal_of_sqrt_of_head_size_1,input-queue-pipe,9.07,0,-100
[1],['run_fwd'],fwd_1_temporal_epoch_0,<< BW for some pipes not measured. >>,ff.bert.encoder.layer.0.attention.output.LayerNorm.weight_s_brcst_m2_0_0.lc1,0->0,"[1, 1]",input-0,lc.input_tensor.ff.bert.encoder.layer.0.attention.output.LayerNorm.weight_s_brcst_m2_0_0.0,input-queue-pipe,3.14,0,-100
[1],['run_fwd'],fwd_1_temporal_epoch_0,<< BW for some pipes not measured. >>,ff.bert.encoder.layer.0.attention.output.LayerNorm.weight_s_brcst_m2_0_0.lc1,0->0,"[1, 1]",input-1,ff.bert.encoder.layer.0.attention.output.LayerNorm.weight,input-queue-pipe,12.55,0,-100
[1],['run_fwd'],fwd_1_temporal_epoch_0,<< BW for some pipes not measured. >>,ff.bert.encoder.layer.0.attention.self.query.bias_s_brcst_m2_0_0.lc1,0->0,"[1, 1]",input-0,lc.input_tensor.ff.bert.encoder.layer.0.attention.self.query.bias_s_brcst_m2_0_0.0,input-queue-pipe,3.22,0,-100
[1],['run_fwd'],fwd_1_temporal_epoch_0,<< BW for some pipes not measured. >>,ff.bert.encoder.layer.0.attention.self.query.bias_s_brcst_m2_0_0.lc1,0->0,"[1, 1]",input-1,ff.bert.encoder.layer.0.attention.self.query.bias,input-queue-pipe,12.9,0,-100
[1],['run_fwd'],fwd_1_temporal_epoch_0,<< BW for some pipes not measured. >>,lc.input_tensor.mha_0_as_softmax.dc.reduce_sum.1.0_splt_brcst_1,0->0,"[1, 1]",input-0,lc.input_tensor.mha_0_as_softmax.dc.reduce_sum.1.0,input-queue-pipe,14.39,0,-100
[1],['run_fwd'],fwd_1_temporal_epoch_0,<< BW for some pipes not measured. >>,mha_0_output,0->0,"[1, 1]",input-0,mha_0_ac,input-op-pipe,8.8,0,-100
[1],['run_fwd'],fwd_1_temporal_epoch_0,<< BW for some pipes not measured. >>,mha_0_output,0->0,"[1, 1]",input-1,ff.bert.encoder.layer.0.attention.output.dense.weight,input-queue-pipe,8.8,0,-100
[1],['run_fwd'],fwd_1_temporal_epoch_0,<< BW for some pipes not measured. >>,norm_mha_0_sqrt,0->0,"[1, 1]",input-0,norm_mha_0_var_plus_eps,input-op-pipe,2.14,0,-100
[1],['run_fwd'],fwd_1_temporal_epoch_0,<< BW for some pipes not measured. >>,norm_mha_0_recip_s_brcst_m1_0_0.lc1,0->0,"[1, 1]",output,norm_mha_0_output,output-op-pipe,14.3,0.1,-99.3
[1],['run_fwd'],fwd_1_temporal_epoch_0,<< BW for some pipes not measured. >>,norm_mha_0_sub,0->0,"[1, 1]",output,<norm_mha_0_sq><norm_mha_0_output>,output-op-pipe,16.11,0.3,-98.14
[1],['run_fwd'],fwd_1_temporal_epoch_0,<< BW for some pipes not measured. >>,ff.bert.encoder.layer.0.attention.self.value.bias_s_brcst_m2_0_0.lc1,0->0,"[1, 1]",output,mha_0_value.bias,output-op-pipe,14.01,0.36,-97.43
[1],['run_fwd'],fwd_1_temporal_epoch_0,,norm_mha_0_bias,0->0,"[1, 1]",output,<ff_0_ff1><add_ff_0>,output-op-pipe,19.32,0.63,-96.74
[1],['run_fwd'],fwd_1_temporal_epoch_0,,ff_0_ff2.bias,0->0,"[1, 1]",output,add_ff_0,output-op-pipe,19.55,0.73,-96.27
[1],['run_fwd'],fwd_1_temporal_epoch_0,,norm_mha_0_bias,0->0,"[1, 1]",input-0,norm_mha_0_weights,input-op-pipe,19.32,0.79,-95.91097308488614
[1],['run_fwd'],fwd_1_temporal_epoch_0,<< BW for some pipes not measured. >>,ff.reciprocal_of_sqrt_of_head_size_1_s_brcst_m2_0_1.lc1,0->0,"[1, 1]",output,ff.reciprocal_of_sqrt_of_head_size_1_s_brcst_m1_0_2.lc1,output-op-pipe,9.07,0.44,-95.15
[1],['run_fwd'],fwd_1_temporal_epoch_0,<< BW for some pipes not measured. >>,lc.input_tensor.mha_0_as_softmax.dc.reduce_sum.1.0_splt_brcst_1,0->0,"[1, 1]",output,mha_0_as_softmax.dc.reduce_sum.1.lc1,output-op-pipe,14.39,1.08,-92.49
[1],['run_fwd'],fwd_1_temporal_epoch_0,,ff.reciprocal_of_sqrt_of_head_size_0_s_brcst_m1_0_2.lc1_splt_brcst_2,0->0,"[1, 1]",output,mha_0_as_div,output-op-pipe,25.12,2.18,-91.32
[1],['run_fwd'],fwd_1_temporal_epoch_0,<< BW for some pipes not measured. >>,attention_mask_s_brcst_m2_1_1.lc1,0->0,"[1, 1]",output,mha_0_as_mask,output-op-pipe,23.26,2.07,-91.1
[1],['run_fwd'],fwd_1_temporal_epoch_0,<< BW for some pipes not measured. >>,add_mha_0,0->0,"[1, 1]",output,<norm_mha_0_sub><norm_mha_0_mean.lc1>,output-op-pipe,16.26,1.72,-89.42
[1],['run_fwd'],fwd_1_temporal_epoch_0,<< BW for some pipes not measured. >>,ff.reciprocal_of_sqrt_of_head_size_0_s_brcst_m1_0_2.lc1,0->0,"[1, 1]",output,ff.reciprocal_of_sqrt_of_head_size_0_s_brcst_m1_0_2.lc1_splt_brcst_2,output-op-pipe,9.19,0.98,-89.34
[1],['run_fwd'],fwd_1_temporal_epoch_0,,mha_0_as_div,0->0,"[1, 1]",output,mha_0_as_mask,output-op-pipe,24.63,2.88,-88.31
[1],['run_fwd'],fwd_1_temporal_epoch_0,<< BW for some pipes not measured. >>,ff.bert.encoder.layer.0.intermediate.dense.bias_s_brcst_m2_0_0.lc1,0->0,"[1, 1]",output,ff_0_ff1.bias,output-op-pipe,23.13,2.86,-87.64
[1],['run_fwd'],fwd_1_temporal_epoch_0,,ff.reciprocal_of_sqrt_of_head_size_0_s_brcst_m1_0_2.lc1_splt_brcst_2,0->0,"[1, 1]",input-0,ff.reciprocal_of_sqrt_of_head_size_0_s_brcst_m1_0_2.lc1,input-op-pipe,25.12,3.5,-86.06687898089173
[1],['run_fwd'],fwd_1_temporal_epoch_0,<< BW for some pipes not measured. >>,ff.bert.encoder.layer.0.attention.self.query.bias_s_brcst_m2_0_0.lc1,0->0,"[1, 1]",output,mha_0_query.bias,output-op-pipe,12.9,1.83,-85.81
[1],['run_fwd'],fwd_1_temporal_epoch_0,<< BW for some pipes not measured. >>,ff.bert.encoder.layer.0.attention.output.LayerNorm.weight_s_brcst_m2_0_0.lc1,0->0,"[1, 1]",output,norm_mha_0_weights,output-op-pipe,12.55,1.82,-85.5
[1],['run_fwd'],fwd_1_temporal_epoch_0,<< BW for some pipes not measured. >>,ff.bert.encoder.layer.0.attention.self.key.bias_s_brcst_m2_0_0.lc1,0->0,"[1, 1]",output,mha_0_key.bias,output-op-pipe,14.03,2.17,-84.53
[1],['run_fwd'],fwd_1_temporal_epoch_0,<< BW for some pipes not measured. >>,ff.bert.encoder.layer.0.attention.output.LayerNorm.bias_s_brcst_m2_0_0.lc1,0->0,"[1, 1]",output,norm_mha_0_bias,output-op-pipe,12.88,2.2,-82.92
[1],['run_fwd'],fwd_1_temporal_epoch_0,,mha_0_ac,0->0,"[1, 1]",output,mha_0_output,output-op-pipe,8.47,1.46,-82.76
[1],['run_fwd'],fwd_1_temporal_epoch_0,<< BW for some pipes not measured. >>,ff.bert.encoder.layer.0.attention.output.dense.bias_s_brcst_m2_0_0.lc1,0->0,"[1, 1]",output,mha_0_output.bias,output-op-pipe,12.53,2.19,-82.52
[1],['run_fwd'],fwd_1_temporal_epoch_0,<< BW for some pipes not measured. >>,ff.bert.encoder.layer.0.output.dense.bias_s_brcst_m2_0_0.lc1,0->0,"[1, 1]",output,ff_0_ff2.bias,output-op-pipe,12.57,2.31,-81.62
[1],['run_fwd'],fwd_1_temporal_epoch_0,<< BW for some pipes not measured. >>,norm_mha_0_sub,0->0,"[1, 1]",input-1,norm_mha_0_mean.lc1,input-op-pipe,16.11,3.45,-78.58472998137803
[1],['run_fwd'],fwd_1_temporal_epoch_0,,mha_0_as_softmax.dc.reduce_sum.1.lc1,0->0,"[1, 1]",input-0,mha_0_as_softmax.dc.exp.0,input-op-pipe,33.45,7.34,-78.05680119581466
[1],['run_fwd'],fwd_1_temporal_epoch_0,<< BW for some pipes not measured. >>,ff.reciprocal_of_sqrt_of_head_size_0_s_brcst_m1_0_2.lc1,0->0,"[1, 1]",input-0,ff.reciprocal_of_sqrt_of_head_size_0_s_brcst_m2_0_1.lc1,input-op-pipe,9.19,2.2,-76.06093579978237
[1],['run_fwd'],fwd_1_temporal_epoch_0,<< BW for some pipes not measured. >>,mha_0_value,0->0,"[1, 1]",output,mha_0_value.bias,output-op-pipe,8.33,2.12,-74.55
[1],['run_fwd'],fwd_1_temporal_epoch_0,,mha_0_output.bias,0->0,"[1, 1]",input-0,mha_0_output,input-op-pipe,19.41,5.21,-73.15816589386912
