,core-label,device_id,aiclk,first-and-last-inputs,total-runtime,active-math-cycles-single-input,math-utilization-over-all-inputs,math-utilization-last-input-recorded,runtime-last-input-recorded,num-cycles-per-tensor,num-tensors-per-second,input0-bw,input1-bw,output-bw,
,1-1-ff.bert.encoder.layer.1.output.LayerNorm.bias_s_brcst_m2_0_0.lc1,0,1000,0 -> 0,591,192,32.49,32.49,591,null,null,"N/A","N/A","N/A",
